scope,model_1,model_2,b,c,p_raw,p_adj_bh,significant
overall,bert__HR50-AIR50-HF0-AIF100__5,bert__HR67-AIR33-HF50-AIF50__1,8,66,0.0,0.0,True
HR,bert__HR50-AIR50-HF0-AIF100__5,bert__HR67-AIR33-HF50-AIF50__1,2,0,0.5,0.648479,False
AI-R,bert__HR50-AIR50-HF0-AIF100__5,bert__HR67-AIR33-HF50-AIF50__1,6,0,0.03125,0.056173,False
HF,bert__HR50-AIR50-HF0-AIF100__5,bert__HR67-AIR33-HF50-AIF50__1,0,66,0.0,0.0,True
AI-F,bert__HR50-AIR50-HF0-AIF100__5,bert__HR67-AIR33-HF50-AIF50__1,0,0,1.0,1.0,False
overall,bert__HR50-AIR50-HF0-AIF100__5,bert__HR67-AIR33-HF67-AIF33__2,13,74,0.0,0.0,True
HR,bert__HR50-AIR50-HF0-AIF100__5,bert__HR67-AIR33-HF67-AIF33__2,6,0,0.03125,0.056173,False
AI-R,bert__HR50-AIR50-HF0-AIF100__5,bert__HR67-AIR33-HF67-AIF33__2,7,0,0.015625,0.030155,True
HF,bert__HR50-AIR50-HF0-AIF100__5,bert__HR67-AIR33-HF67-AIF33__2,0,73,0.0,0.0,True
AI-F,bert__HR50-AIR50-HF0-AIF100__5,bert__HR67-AIR33-HF67-AIF33__2,0,1,1.0,1.0,False
overall,bert__HR50-AIR50-HF0-AIF100__5,distilbert__HR100-AIR0-HF0-AIF100__13,17,20,0.742308,0.902976,False
HR,bert__HR50-AIR50-HF0-AIF100__5,distilbert__HR100-AIR0-HF0-AIF100__13,0,0,1.0,1.0,False
AI-R,bert__HR50-AIR50-HF0-AIF100__5,distilbert__HR100-AIR0-HF0-AIF100__13,17,0,1.5e-05,4.9e-05,True
HF,bert__HR50-AIR50-HF0-AIF100__5,distilbert__HR100-AIR0-HF0-AIF100__13,0,20,2e-06,7e-06,True
AI-F,bert__HR50-AIR50-HF0-AIF100__5,distilbert__HR100-AIR0-HF0-AIF100__13,0,0,1.0,1.0,False
overall,bert__HR50-AIR50-HF0-AIF100__5,distilbert__HR100-AIR0-HF100-AIF0__15,40,72,0.003398,0.00772,True
HR,bert__HR50-AIR50-HF0-AIF100__5,distilbert__HR100-AIR0-HF100-AIF0__15,6,0,0.03125,0.056173,False
AI-R,bert__HR50-AIR50-HF0-AIF100__5,distilbert__HR100-AIR0-HF100-AIF0__15,31,0,0.0,0.0,True
HF,bert__HR50-AIR50-HF0-AIF100__5,distilbert__HR100-AIR0-HF100-AIF0__15,0,72,0.0,0.0,True
AI-F,bert__HR50-AIR50-HF0-AIF100__5,distilbert__HR100-AIR0-HF100-AIF0__15,3,0,0.25,0.357966,False
overall,bert__HR50-AIR50-HF0-AIF100__5,distilbert__HR100-AIR0-HF33-AIF67__11,34,48,0.151113,0.234933,False
HR,bert__HR50-AIR50-HF0-AIF100__5,distilbert__HR100-AIR0-HF33-AIF67__11,3,0,0.25,0.357966,False
AI-R,bert__HR50-AIR50-HF0-AIF100__5,distilbert__HR100-AIR0-HF33-AIF67__11,31,0,0.0,0.0,True
HF,bert__HR50-AIR50-HF0-AIF100__5,distilbert__HR100-AIR0-HF33-AIF67__11,0,48,0.0,0.0,True
AI-F,bert__HR50-AIR50-HF0-AIF100__5,distilbert__HR100-AIR0-HF33-AIF67__11,0,0,1.0,1.0,False
overall,bert__HR50-AIR50-HF0-AIF100__5,distilbert__HR100-AIR0-HF50-AIF50__12,58,63,0.71613,0.880487,False
HR,bert__HR50-AIR50-HF0-AIF100__5,distilbert__HR100-AIR0-HF50-AIF50__12,9,0,0.003906,0.008678,True
AI-R,bert__HR50-AIR50-HF0-AIF100__5,distilbert__HR100-AIR0-HF50-AIF50__12,49,0,0.0,0.0,True
HF,bert__HR50-AIR50-HF0-AIF100__5,distilbert__HR100-AIR0-HF50-AIF50__12,0,62,0.0,0.0,True
AI-F,bert__HR50-AIR50-HF0-AIF100__5,distilbert__HR100-AIR0-HF50-AIF50__12,0,1,1.0,1.0,False
overall,bert__HR50-AIR50-HF0-AIF100__5,distilbert__HR100-AIR0-HF67-AIF33__14,32,67,0.000633,0.001591,True
HR,bert__HR50-AIR50-HF0-AIF100__5,distilbert__HR100-AIR0-HF67-AIF33__14,1,0,1.0,1.0,False
AI-R,bert__HR50-AIR50-HF0-AIF100__5,distilbert__HR100-AIR0-HF67-AIF33__14,31,0,0.0,0.0,True
HF,bert__HR50-AIR50-HF0-AIF100__5,distilbert__HR100-AIR0-HF67-AIF33__14,0,67,0.0,0.0,True
AI-F,bert__HR50-AIR50-HF0-AIF100__5,distilbert__HR100-AIR0-HF67-AIF33__14,0,0,1.0,1.0,False
overall,bert__HR50-AIR50-HF0-AIF100__5,distilbert__HR50-AIR50-HF0-AIF100__6,5,5,1.0,1.0,False
HR,bert__HR50-AIR50-HF0-AIF100__5,distilbert__HR50-AIR50-HF0-AIF100__6,0,0,1.0,1.0,False
AI-R,bert__HR50-AIR50-HF0-AIF100__5,distilbert__HR50-AIR50-HF0-AIF100__6,3,0,0.25,0.357966,False
HF,bert__HR50-AIR50-HF0-AIF100__5,distilbert__HR50-AIR50-HF0-AIF100__6,0,5,0.0625,0.104728,False
AI-F,bert__HR50-AIR50-HF0-AIF100__5,distilbert__HR50-AIR50-HF0-AIF100__6,2,0,0.5,0.648479,False
overall,bert__HR50-AIR50-HF0-AIF100__5,distilbert__HR50-AIR50-HF100-AIF0__8,92,62,0.019445,0.037164,True
HR,bert__HR50-AIR50-HF0-AIF100__5,distilbert__HR50-AIR50-HF100-AIF0__8,7,0,0.015625,0.030155,True
AI-R,bert__HR50-AIR50-HF0-AIF100__5,distilbert__HR50-AIR50-HF100-AIF0__8,4,0,0.125,0.196441,False
HF,bert__HR50-AIR50-HF0-AIF100__5,distilbert__HR50-AIR50-HF100-AIF0__8,0,62,0.0,0.0,True
AI-F,bert__HR50-AIR50-HF0-AIF100__5,distilbert__HR50-AIR50-HF100-AIF0__8,81,0,0.0,0.0,True
overall,bert__HR50-AIR50-HF0-AIF100__5,distilbert__HR50-AIR50-HF100-AIF0__9,92,62,0.019445,0.037164,True
HR,bert__HR50-AIR50-HF0-AIF100__5,distilbert__HR50-AIR50-HF100-AIF0__9,7,0,0.015625,0.030155,True
AI-R,bert__HR50-AIR50-HF0-AIF100__5,distilbert__HR50-AIR50-HF100-AIF0__9,4,0,0.125,0.196441,False
HF,bert__HR50-AIR50-HF0-AIF100__5,distilbert__HR50-AIR50-HF100-AIF0__9,0,62,0.0,0.0,True
AI-F,bert__HR50-AIR50-HF0-AIF100__5,distilbert__HR50-AIR50-HF100-AIF0__9,81,0,0.0,0.0,True
overall,bert__HR50-AIR50-HF0-AIF100__5,distilbert__HR50-AIR50-HF33-AIF67__6,28,63,0.000365,0.000958,True
HR,bert__HR50-AIR50-HF0-AIF100__5,distilbert__HR50-AIR50-HF33-AIF67__6,8,0,0.007812,0.01591,True
AI-R,bert__HR50-AIR50-HF0-AIF100__5,distilbert__HR50-AIR50-HF33-AIF67__6,20,0,2e-06,7e-06,True
HF,bert__HR50-AIR50-HF0-AIF100__5,distilbert__HR50-AIR50-HF33-AIF67__6,0,62,0.0,0.0,True
AI-F,bert__HR50-AIR50-HF0-AIF100__5,distilbert__HR50-AIR50-HF33-AIF67__6,0,1,1.0,1.0,False
overall,bert__HR50-AIR50-HF0-AIF100__5,distilbert__HR50-AIR50-HF50-AIF50__7,8,62,0.0,0.0,True
HR,bert__HR50-AIR50-HF0-AIF100__5,distilbert__HR50-AIR50-HF50-AIF50__7,5,0,0.0625,0.104728,False
AI-R,bert__HR50-AIR50-HF0-AIF100__5,distilbert__HR50-AIR50-HF50-AIF50__7,3,0,0.25,0.357966,False
HF,bert__HR50-AIR50-HF0-AIF100__5,distilbert__HR50-AIR50-HF50-AIF50__7,0,62,0.0,0.0,True
AI-F,bert__HR50-AIR50-HF0-AIF100__5,distilbert__HR50-AIR50-HF50-AIF50__7,0,0,1.0,1.0,False
overall,bert__HR50-AIR50-HF0-AIF100__5,distilbert__HR67-AIR33-HF0-AIF100__4,6,8,0.790527,0.952575,False
HR,bert__HR50-AIR50-HF0-AIF100__5,distilbert__HR67-AIR33-HF0-AIF100__4,0,0,1.0,1.0,False
AI-R,bert__HR50-AIR50-HF0-AIF100__5,distilbert__HR67-AIR33-HF0-AIF100__4,5,0,0.0625,0.104728,False
HF,bert__HR50-AIR50-HF0-AIF100__5,distilbert__HR67-AIR33-HF0-AIF100__4,0,8,0.007812,0.01591,True
AI-F,bert__HR50-AIR50-HF0-AIF100__5,distilbert__HR67-AIR33-HF0-AIF100__4,1,0,1.0,1.0,False
overall,bert__HR50-AIR50-HF0-AIF100__5,distilbert__HR67-AIR33-HF100-AIF0__10,78,53,0.036003,0.064029,False
HR,bert__HR50-AIR50-HF0-AIF100__5,distilbert__HR67-AIR33-HF100-AIF0__10,7,0,0.015625,0.030155,True
AI-R,bert__HR50-AIR50-HF0-AIF100__5,distilbert__HR67-AIR33-HF100-AIF0__10,15,0,6.1e-05,0.00018,True
HF,bert__HR50-AIR50-HF0-AIF100__5,distilbert__HR67-AIR33-HF100-AIF0__10,0,53,0.0,0.0,True
AI-F,bert__HR50-AIR50-HF0-AIF100__5,distilbert__HR67-AIR33-HF100-AIF0__10,56,0,0.0,0.0,True
overall,bert__HR50-AIR50-HF0-AIF100__5,distilbert__HR67-AIR33-HF33-AIF67__4,11,53,0.0,1e-06,True
HR,bert__HR50-AIR50-HF0-AIF100__5,distilbert__HR67-AIR33-HF33-AIF67__4,2,0,0.5,0.648479,False
AI-R,bert__HR50-AIR50-HF0-AIF100__5,distilbert__HR67-AIR33-HF33-AIF67__4,7,0,0.015625,0.030155,True
HF,bert__HR50-AIR50-HF0-AIF100__5,distilbert__HR67-AIR33-HF33-AIF67__4,0,53,0.0,0.0,True
AI-F,bert__HR50-AIR50-HF0-AIF100__5,distilbert__HR67-AIR33-HF33-AIF67__4,2,0,0.5,0.648479,False
overall,bert__HR50-AIR50-HF0-AIF100__5,distilbert__HR67-AIR33-HF50-AIF50__4,21,68,1e-06,4e-06,True
HR,bert__HR50-AIR50-HF0-AIF100__5,distilbert__HR67-AIR33-HF50-AIF50__4,8,0,0.007812,0.01591,True
AI-R,bert__HR50-AIR50-HF0-AIF100__5,distilbert__HR67-AIR33-HF50-AIF50__4,13,0,0.000244,0.00066,True
HF,bert__HR50-AIR50-HF0-AIF100__5,distilbert__HR67-AIR33-HF50-AIF50__4,0,68,0.0,0.0,True
AI-F,bert__HR50-AIR50-HF0-AIF100__5,distilbert__HR67-AIR33-HF50-AIF50__4,0,0,1.0,1.0,False
overall,bert__HR50-AIR50-HF0-AIF100__5,distilbert__HR67-AIR33-HF67-AIF33__3,12,47,1e-05,3.3e-05,True
HR,bert__HR50-AIR50-HF0-AIF100__5,distilbert__HR67-AIR33-HF67-AIF33__3,3,0,0.25,0.357966,False
AI-R,bert__HR50-AIR50-HF0-AIF100__5,distilbert__HR67-AIR33-HF67-AIF33__3,8,0,0.007812,0.01591,True
HF,bert__HR50-AIR50-HF0-AIF100__5,distilbert__HR67-AIR33-HF67-AIF33__3,0,47,0.0,0.0,True
AI-F,bert__HR50-AIR50-HF0-AIF100__5,distilbert__HR67-AIR33-HF67-AIF33__3,1,0,1.0,1.0,False
overall,bert__HR50-AIR50-HF100-AIF0__8,bert__HR50-AIR50-HF100-AIF0__9,0,0,1.0,1.0,False
HR,bert__HR50-AIR50-HF100-AIF0__8,bert__HR50-AIR50-HF100-AIF0__9,0,0,1.0,1.0,False
AI-R,bert__HR50-AIR50-HF100-AIF0__8,bert__HR50-AIR50-HF100-AIF0__9,0,0,1.0,1.0,False
HF,bert__HR50-AIR50-HF100-AIF0__8,bert__HR50-AIR50-HF100-AIF0__9,0,0,1.0,1.0,False
AI-F,bert__HR50-AIR50-HF100-AIF0__8,bert__HR50-AIR50-HF100-AIF0__9,0,0,1.0,1.0,False
overall,bert__HR50-AIR50-HF100-AIF0__8,bert__HR50-AIR50-HF33-AIF67__5,13,75,0.0,0.0,True
HR,bert__HR50-AIR50-HF100-AIF0__8,bert__HR50-AIR50-HF33-AIF67__5,0,15,6.1e-05,0.00018,True
AI-R,bert__HR50-AIR50-HF100-AIF0__8,bert__HR50-AIR50-HF33-AIF67__5,5,7,0.774414,0.93575,False
HF,bert__HR50-AIR50-HF100-AIF0__8,bert__HR50-AIR50-HF33-AIF67__5,8,0,0.007812,0.01591,True
AI-F,bert__HR50-AIR50-HF100-AIF0__8,bert__HR50-AIR50-HF33-AIF67__5,0,53,0.0,0.0,True
overall,bert__HR50-AIR50-HF100-AIF0__8,bert__HR50-AIR50-HF50-AIF50__7,16,73,0.0,0.0,True
HR,bert__HR50-AIR50-HF100-AIF0__8,bert__HR50-AIR50-HF50-AIF50__7,0,15,6.1e-05,0.00018,True
AI-R,bert__HR50-AIR50-HF100-AIF0__8,bert__HR50-AIR50-HF50-AIF50__7,1,8,0.039062,0.068297,False
HF,bert__HR50-AIR50-HF100-AIF0__8,bert__HR50-AIR50-HF50-AIF50__7,15,0,6.1e-05,0.00018,True
AI-F,bert__HR50-AIR50-HF100-AIF0__8,bert__HR50-AIR50-HF50-AIF50__7,0,50,0.0,0.0,True
overall,bert__HR50-AIR50-HF100-AIF0__8,bert__HR67-AIR33-HF0-AIF100__3,82,83,1.0,1.0,False
HR,bert__HR50-AIR50-HF100-AIF0__8,bert__HR67-AIR33-HF0-AIF100__3,0,18,8e-06,2.6e-05,True
AI-R,bert__HR50-AIR50-HF100-AIF0__8,bert__HR67-AIR33-HF0-AIF100__3,3,13,0.021271,0.040511,True
HF,bert__HR50-AIR50-HF100-AIF0__8,bert__HR67-AIR33-HF0-AIF100__3,79,0,0.0,0.0,True
AI-F,bert__HR50-AIR50-HF100-AIF0__8,bert__HR67-AIR33-HF0-AIF100__3,0,52,0.0,0.0,True
overall,bert__HR50-AIR50-HF100-AIF0__8,bert__HR67-AIR33-HF100-AIF0__10,16,23,0.336668,0.472727,False
HR,bert__HR50-AIR50-HF100-AIF0__8,bert__HR67-AIR33-HF100-AIF0__10,5,5,1.0,1.0,False
AI-R,bert__HR50-AIR50-HF100-AIF0__8,bert__HR67-AIR33-HF100-AIF0__10,6,3,0.507812,0.65432,False
HF,bert__HR50-AIR50-HF100-AIF0__8,bert__HR67-AIR33-HF100-AIF0__10,0,0,1.0,1.0,False
AI-F,bert__HR50-AIR50-HF100-AIF0__8,bert__HR67-AIR33-HF100-AIF0__10,5,15,0.041389,0.072191,False
overall,bert__HR50-AIR50-HF100-AIF0__8,bert__HR67-AIR33-HF33-AIF67__1,27,76,2e-06,8e-06,True
HR,bert__HR50-AIR50-HF100-AIF0__8,bert__HR67-AIR33-HF33-AIF67__1,0,14,0.000122,0.000344,True
AI-R,bert__HR50-AIR50-HF100-AIF0__8,bert__HR67-AIR33-HF33-AIF67__1,4,10,0.179565,0.27542,False
HF,bert__HR50-AIR50-HF100-AIF0__8,bert__HR67-AIR33-HF33-AIF67__1,23,0,0.0,1e-06,True
AI-F,bert__HR50-AIR50-HF100-AIF0__8,bert__HR67-AIR33-HF33-AIF67__1,0,52,0.0,0.0,True
overall,bert__HR50-AIR50-HF100-AIF0__8,bert__HR67-AIR33-HF50-AIF50__1,15,76,0.0,0.0,True
HR,bert__HR50-AIR50-HF100-AIF0__8,bert__HR67-AIR33-HF50-AIF50__1,0,16,3.1e-05,9.5e-05,True
AI-R,bert__HR50-AIR50-HF100-AIF0__8,bert__HR67-AIR33-HF50-AIF50__1,2,8,0.109375,0.177929,False
HF,bert__HR50-AIR50-HF100-AIF0__8,bert__HR67-AIR33-HF50-AIF50__1,13,0,0.000244,0.00066,True
AI-F,bert__HR50-AIR50-HF100-AIF0__8,bert__HR67-AIR33-HF50-AIF50__1,0,52,0.0,0.0,True
overall,bert__HR50-AIR50-HF100-AIF0__8,bert__HR67-AIR33-HF67-AIF33__2,8,72,0.0,0.0,True
HR,bert__HR50-AIR50-HF100-AIF0__8,bert__HR67-AIR33-HF67-AIF33__2,0,12,0.000488,0.001245,True
AI-R,bert__HR50-AIR50-HF100-AIF0__8,bert__HR67-AIR33-HF67-AIF33__2,2,7,0.179688,0.27542,False
HF,bert__HR50-AIR50-HF100-AIF0__8,bert__HR67-AIR33-HF67-AIF33__2,6,0,0.03125,0.056173,False
AI-F,bert__HR50-AIR50-HF100-AIF0__8,bert__HR67-AIR33-HF67-AIF33__2,0,53,0.0,0.0,True
overall,bert__HR50-AIR50-HF100-AIF0__8,distilbert__HR100-AIR0-HF0-AIF100__13,71,77,0.681074,0.845512,False
HR,bert__HR50-AIR50-HF100-AIF0__8,distilbert__HR100-AIR0-HF0-AIF100__13,0,18,8e-06,2.6e-05,True
AI-R,bert__HR50-AIR50-HF100-AIF0__8,distilbert__HR100-AIR0-HF0-AIF100__13,12,7,0.359283,0.500603,False
HF,bert__HR50-AIR50-HF100-AIF0__8,distilbert__HR100-AIR0-HF0-AIF100__13,59,0,0.0,0.0,True
AI-F,bert__HR50-AIR50-HF100-AIF0__8,distilbert__HR100-AIR0-HF0-AIF100__13,0,52,0.0,0.0,True
overall,bert__HR50-AIR50-HF100-AIF0__8,distilbert__HR100-AIR0-HF100-AIF0__15,31,66,0.000556,0.001401,True
HR,bert__HR50-AIR50-HF100-AIF0__8,distilbert__HR100-AIR0-HF100-AIF0__15,1,13,0.001831,0.004353,True
AI-R,bert__HR50-AIR50-HF100-AIF0__8,distilbert__HR100-AIR0-HF100-AIF0__15,22,3,0.000318,0.00084,True
HF,bert__HR50-AIR50-HF100-AIF0__8,distilbert__HR100-AIR0-HF100-AIF0__15,8,1,0.039062,0.068297,False
AI-F,bert__HR50-AIR50-HF100-AIF0__8,distilbert__HR100-AIR0-HF100-AIF0__15,0,49,0.0,0.0,True
overall,bert__HR50-AIR50-HF100-AIF0__8,distilbert__HR100-AIR0-HF33-AIF67__11,55,72,0.155675,0.241506,False
HR,bert__HR50-AIR50-HF100-AIF0__8,distilbert__HR100-AIR0-HF33-AIF67__11,0,15,6.1e-05,0.00018,True
AI-R,bert__HR50-AIR50-HF100-AIF0__8,distilbert__HR100-AIR0-HF33-AIF67__11,24,5,0.00083,0.002076,True
HF,bert__HR50-AIR50-HF100-AIF0__8,distilbert__HR100-AIR0-HF33-AIF67__11,31,0,0.0,0.0,True
AI-F,bert__HR50-AIR50-HF100-AIF0__8,distilbert__HR100-AIR0-HF33-AIF67__11,0,52,0.0,0.0,True
overall,bert__HR50-AIR50-HF100-AIF0__8,distilbert__HR100-AIR0-HF50-AIF50__12,56,64,0.522817,0.672458,False
HR,bert__HR50-AIR50-HF100-AIF0__8,distilbert__HR100-AIR0-HF50-AIF50__12,1,10,0.011719,0.023405,True
AI-R,bert__HR50-AIR50-HF100-AIF0__8,distilbert__HR100-AIR0-HF50-AIF50__12,38,1,0.0,0.0,True
HF,bert__HR50-AIR50-HF100-AIF0__8,distilbert__HR100-AIR0-HF50-AIF50__12,17,0,1.5e-05,4.9e-05,True
AI-F,bert__HR50-AIR50-HF100-AIF0__8,distilbert__HR100-AIR0-HF50-AIF50__12,0,53,0.0,0.0,True
overall,bert__HR50-AIR50-HF100-AIF0__8,distilbert__HR100-AIR0-HF67-AIF33__14,35,73,0.00037,0.000967,True
HR,bert__HR50-AIR50-HF100-AIF0__8,distilbert__HR100-AIR0-HF67-AIF33__14,1,18,7.6e-05,0.000221,True
AI-R,bert__HR50-AIR50-HF100-AIF0__8,distilbert__HR100-AIR0-HF67-AIF33__14,22,3,0.000318,0.00084,True
HF,bert__HR50-AIR50-HF100-AIF0__8,distilbert__HR100-AIR0-HF67-AIF33__14,12,0,0.000488,0.001245,True
AI-F,bert__HR50-AIR50-HF100-AIF0__8,distilbert__HR100-AIR0-HF67-AIF33__14,0,52,0.0,0.0,True
overall,bert__HR50-AIR50-HF100-AIF0__8,distilbert__HR50-AIR50-HF0-AIF100__6,76,79,0.872374,1.0,False
HR,bert__HR50-AIR50-HF100-AIF0__8,distilbert__HR50-AIR50-HF0-AIF100__6,0,18,8e-06,2.6e-05,True
AI-R,bert__HR50-AIR50-HF100-AIF0__8,distilbert__HR50-AIR50-HF0-AIF100__6,2,11,0.022461,0.041862,True
HF,bert__HR50-AIR50-HF100-AIF0__8,distilbert__HR50-AIR50-HF0-AIF100__6,74,0,0.0,0.0,True
AI-F,bert__HR50-AIR50-HF100-AIF0__8,distilbert__HR50-AIR50-HF0-AIF100__6,0,50,0.0,0.0,True
overall,bert__HR50-AIR50-HF100-AIF0__8,distilbert__HR50-AIR50-HF100-AIF0__8,48,21,0.001748,0.004201,True
HR,bert__HR50-AIR50-HF100-AIF0__8,distilbert__HR50-AIR50-HF100-AIF0__8,2,13,0.007385,0.015386,True
AI-R,bert__HR50-AIR50-HF100-AIF0__8,distilbert__HR50-AIR50-HF100-AIF0__8,0,8,0.007812,0.01591,True
HF,bert__HR50-AIR50-HF100-AIF0__8,distilbert__HR50-AIR50-HF100-AIF0__8,17,0,1.5e-05,4.9e-05,True
AI-F,bert__HR50-AIR50-HF100-AIF0__8,distilbert__HR50-AIR50-HF100-AIF0__8,29,0,0.0,1e-06,True
overall,bert__HR50-AIR50-HF100-AIF0__8,distilbert__HR50-AIR50-HF100-AIF0__9,48,21,0.001748,0.004201,True
HR,bert__HR50-AIR50-HF100-AIF0__8,distilbert__HR50-AIR50-HF100-AIF0__9,2,13,0.007385,0.015386,True
AI-R,bert__HR50-AIR50-HF100-AIF0__8,distilbert__HR50-AIR50-HF100-AIF0__9,0,8,0.007812,0.01591,True
HF,bert__HR50-AIR50-HF100-AIF0__8,distilbert__HR50-AIR50-HF100-AIF0__9,17,0,1.5e-05,4.9e-05,True
AI-F,bert__HR50-AIR50-HF100-AIF0__8,distilbert__HR50-AIR50-HF100-AIF0__9,29,0,0.0,1e-06,True
overall,bert__HR50-AIR50-HF100-AIF0__8,distilbert__HR50-AIR50-HF33-AIF67__6,30,68,0.000186,0.000511,True
HR,bert__HR50-AIR50-HF100-AIF0__8,distilbert__HR50-AIR50-HF33-AIF67__6,1,11,0.006348,0.013456,True
AI-R,bert__HR50-AIR50-HF100-AIF0__8,distilbert__HR50-AIR50-HF33-AIF67__6,12,4,0.076813,0.126759,False
HF,bert__HR50-AIR50-HF100-AIF0__8,distilbert__HR50-AIR50-HF33-AIF67__6,17,0,1.5e-05,4.9e-05,True
AI-F,bert__HR50-AIR50-HF100-AIF0__8,distilbert__HR50-AIR50-HF33-AIF67__6,0,53,0.0,0.0,True
overall,bert__HR50-AIR50-HF100-AIF0__8,distilbert__HR50-AIR50-HF50-AIF50__7,21,78,0.0,0.0,True
HR,bert__HR50-AIR50-HF100-AIF0__8,distilbert__HR50-AIR50-HF50-AIF50__7,3,16,0.004425,0.009673,True
AI-R,bert__HR50-AIR50-HF100-AIF0__8,distilbert__HR50-AIR50-HF50-AIF50__7,1,10,0.011719,0.023405,True
HF,bert__HR50-AIR50-HF100-AIF0__8,distilbert__HR50-AIR50-HF50-AIF50__7,17,0,1.5e-05,4.9e-05,True
AI-F,bert__HR50-AIR50-HF100-AIF0__8,distilbert__HR50-AIR50-HF50-AIF50__7,0,52,0.0,0.0,True
overall,bert__HR50-AIR50-HF100-AIF0__8,distilbert__HR67-AIR33-HF0-AIF100__4,75,80,0.747992,0.908873,False
HR,bert__HR50-AIR50-HF100-AIF0__8,distilbert__HR67-AIR33-HF0-AIF100__4,0,18,8e-06,2.6e-05,True
AI-R,bert__HR50-AIR50-HF100-AIF0__8,distilbert__HR67-AIR33-HF0-AIF100__4,4,11,0.118469,0.192148,False
HF,bert__HR50-AIR50-HF100-AIF0__8,distilbert__HR67-AIR33-HF0-AIF100__4,71,0,0.0,0.0,True
AI-F,bert__HR50-AIR50-HF100-AIF0__8,distilbert__HR67-AIR33-HF0-AIF100__4,0,51,0.0,0.0,True
overall,bert__HR50-AIR50-HF100-AIF0__8,distilbert__HR67-AIR33-HF100-AIF0__10,53,31,0.021947,0.041508,True
HR,bert__HR50-AIR50-HF100-AIF0__8,distilbert__HR67-AIR33-HF100-AIF0__10,1,12,0.003418,0.00772,True
AI-R,bert__HR50-AIR50-HF100-AIF0__8,distilbert__HR67-AIR33-HF100-AIF0__10,8,5,0.581055,0.742099,False
HF,bert__HR50-AIR50-HF100-AIF0__8,distilbert__HR67-AIR33-HF100-AIF0__10,26,0,1e-06,4e-06,True
AI-F,bert__HR50-AIR50-HF100-AIF0__8,distilbert__HR67-AIR33-HF100-AIF0__10,18,14,0.595883,0.758821,False
overall,bert__HR50-AIR50-HF100-AIF0__8,distilbert__HR67-AIR33-HF33-AIF67__4,29,74,1.5e-05,4.9e-05,True
HR,bert__HR50-AIR50-HF100-AIF0__8,distilbert__HR67-AIR33-HF33-AIF67__4,0,16,3.1e-05,9.5e-05,True
AI-R,bert__HR50-AIR50-HF100-AIF0__8,distilbert__HR67-AIR33-HF33-AIF67__4,3,8,0.226562,0.337979,False
HF,bert__HR50-AIR50-HF100-AIF0__8,distilbert__HR67-AIR33-HF33-AIF67__4,26,0,1e-06,4e-06,True
AI-F,bert__HR50-AIR50-HF100-AIF0__8,distilbert__HR67-AIR33-HF33-AIF67__4,0,50,0.0,0.0,True
overall,bert__HR50-AIR50-HF100-AIF0__8,distilbert__HR67-AIR33-HF50-AIF50__4,18,68,0.0,1e-06,True
HR,bert__HR50-AIR50-HF100-AIF0__8,distilbert__HR67-AIR33-HF50-AIF50__4,1,11,0.006348,0.013456,True
AI-R,bert__HR50-AIR50-HF100-AIF0__8,distilbert__HR67-AIR33-HF50-AIF50__4,6,5,1.0,1.0,False
HF,bert__HR50-AIR50-HF100-AIF0__8,distilbert__HR67-AIR33-HF50-AIF50__4,11,0,0.000977,0.002384,True
AI-F,bert__HR50-AIR50-HF100-AIF0__8,distilbert__HR67-AIR33-HF50-AIF50__4,0,52,0.0,0.0,True
overall,bert__HR50-AIR50-HF100-AIF0__8,distilbert__HR67-AIR33-HF67-AIF33__3,35,73,0.00037,0.000967,True
HR,bert__HR50-AIR50-HF100-AIF0__8,distilbert__HR67-AIR33-HF67-AIF33__3,0,15,6.1e-05,0.00018,True
AI-R,bert__HR50-AIR50-HF100-AIF0__8,distilbert__HR67-AIR33-HF67-AIF33__3,3,7,0.34375,0.48019,False
HF,bert__HR50-AIR50-HF100-AIF0__8,distilbert__HR67-AIR33-HF67-AIF33__3,32,0,0.0,0.0,True
AI-F,bert__HR50-AIR50-HF100-AIF0__8,distilbert__HR67-AIR33-HF67-AIF33__3,0,51,0.0,0.0,True
overall,bert__HR50-AIR50-HF100-AIF0__9,bert__HR50-AIR50-HF33-AIF67__5,13,75,0.0,0.0,True
HR,bert__HR50-AIR50-HF100-AIF0__9,bert__HR50-AIR50-HF33-AIF67__5,0,15,6.1e-05,0.00018,True
AI-R,bert__HR50-AIR50-HF100-AIF0__9,bert__HR50-AIR50-HF33-AIF67__5,5,7,0.774414,0.93575,False
HF,bert__HR50-AIR50-HF100-AIF0__9,bert__HR50-AIR50-HF33-AIF67__5,8,0,0.007812,0.01591,True
AI-F,bert__HR50-AIR50-HF100-AIF0__9,bert__HR50-AIR50-HF33-AIF67__5,0,53,0.0,0.0,True
overall,bert__HR50-AIR50-HF100-AIF0__9,bert__HR50-AIR50-HF50-AIF50__7,16,73,0.0,0.0,True
HR,bert__HR50-AIR50-HF100-AIF0__9,bert__HR50-AIR50-HF50-AIF50__7,0,15,6.1e-05,0.00018,True
AI-R,bert__HR50-AIR50-HF100-AIF0__9,bert__HR50-AIR50-HF50-AIF50__7,1,8,0.039062,0.068297,False
HF,bert__HR50-AIR50-HF100-AIF0__9,bert__HR50-AIR50-HF50-AIF50__7,15,0,6.1e-05,0.00018,True
